time,backRightPower,backLeftPower,frontLeftPower,frontRightPower,isClampAtMax,targetElevatorPosition,plastic_clampState,basketState,targetArmPosition
7.937460631,0.5512415606666666,0.5512415606666666,0.5512415606666666,0.5512415606666666,true,DEFAULT,OPEN,CLOSED,SIDE_INTAKE
7.974692177,0.564524548,0.564524548,0.564524548,0.564524548,true,DEFAULT,OPEN,CLOSED,SIDE_INTAKE
8.018413014,0.5769101743333334,0.5769101743333334,0.5769101743333334,0.5769101743333334,true,DEFAULT,OPEN,CLOSED,SIDE_INTAKE
8.059878102,0.5914771756666667,0.5914771756666667,0.5914771756666667,0.5914771756666667,true,DEFAULT,OPEN,CLOSED,SIDE_INTAKE
8.111581565,0.6,0.6,0.6,0.6,true,DEFAULT,OPEN,CLOSED,SIDE_INTAKE
8.149572611,0.6,0.6,0.6,0.6,true,DEFAULT,OPEN,CLOSED,SIDE_INTAKE
8.190879615,0.6,0.6,0.6,0.6,true,DEFAULT,OPEN,CLOSED,SIDE_INTAKE
8.226407535,0.6,0.6,0.6,0.6,true,DEFAULT,OPEN,CLOSED,SIDE_INTAKE
8.25795508,0.6,0.6,0.6,0.6,true,DEFAULT,OPEN,CLOSED,SIDE_INTAKE
8.291154333,0.6,0.6,0.6,0.6,true,DEFAULT,OPEN,CLOSED,SIDE_INTAKE
8.325301795,0.6,0.6,0.6,0.6,true,DEFAULT,OPEN,CLOSED,SIDE_INTAKE
8.376087967,0.6,0.6,0.6,0.6,true,DEFAULT,OPEN,CLOSED,SIDE_INTAKE
8.425682389,0.6,0.6,0.6,0.6,true,DEFAULT,OPEN,CLOSED,SIDE_INTAKE
8.45763885,0.6,0.6,0.6,0.6,true,DEFAULT,OPEN,CLOSED,SIDE_INTAKE
8.493533979,0.6,0.6,0.6,0.6,true,DEFAULT,OPEN,CLOSED,SIDE_INTAKE
8.528812232,0.6,0.6,0.6,0.6,true,DEFAULT,OPEN,CLOSED,SIDE_INTAKE
8.566444236,0.6,0.6,0.6,0.6,true,DEFAULT,OPEN,CLOSED,SIDE_INTAKE
